id,x,y,z,r
41793,-37736,-73701,56.0,   
41794,-33034,-70209,96.6,   
41795,-34770,-71876,17.7,   
41796,-19736,-70539,39.5,   
41797,-35045,-72970,47.8,   
41798,-20869,-69170,106.2,   
41799,-35202,-72902,15.0,   
41800,-36663,-71710,22.3,   
41801,-35054,-73027,29.5,   
41802,-19038,-69481,102.6,   
41803,-23899,-67525,226.3,   
41804,-19646,-66930,250.0,   
41805,-31606,-69815,141.0,   
41806,-31110,-68720,146.4,   
41807,-31112,-68668,141.3,   
41808,-35147,-72961,26.2,   
41809,-35091,-72970,35.8,   
41810,-35049,-73042,31.3,   
41811,-35028,-73060,33.8,   
41812,-35042,-73021,35.1,   
41813,-35868,-73431,14.3,   
41814,-35137,-72972,23.6,   
41815,-35865,-73450,29.8,   
41816,-34410,-72088,27.7,   
41817,-21672,-68683,135.6,   
41818,-35090,-72329,40.6,   
41819,-20603,-69078,95.1,   
41820,-20451,-68937,115.4,   
41821,-34187,-72184,33.9,   
41822,-27936,-71137,33.2,   
41823,-35706,-73350,29.7,   
41824,-33906,-72341,19.7,   
41825,-33956,-72381,31.4,   
41826,-33927,-72314,20.2,   
41827,-33960,-72268,31.3,   
41828,-33946,-72393,24.9,   
41829,-33934,-72372,19.8,   
41830,-33965,-72471,29.9,   
41831,-33955,-72357,37.2,   
41832,-33962,-72296,26.6,   
41833,-33957,-72355,28.3,   
41834,-35319,-71984,49.8,   
41835,-32237,-71337,42.6,   
41836,-33920,-72332,20.3,   
41837,-34752,-71725,48.6,   
41838,-31753,-68887,8.8,   
41839,-20521,-70062,71.6,   
41840,-34332,-72329,25.6,   
41841,-34333,-72355,63.9,   
41842,-20078,-69010,124.9,   
41843,-34229,-72426,65.0,   
41844,-20840,-69096,105.8,   
41845,-21178,-68675,139.9,   
41846,-23575,-67439,240.4,   
41847,-34772,-71823,41.6,   
41848,-35605,-73569,5.2,   
41849,-21736,-68741,121.0,   
41850,-33282,-70516,90.8,   
41851,-27906,-71042,34.0,   
41852,-32848,-70115,114.5,   
41853,-23207,-68968,91.6,   
41854,-21676,-68680,124.0,   
41855,-21804,-68760,127.3,   
41856,-33951,-72547,38.6,   
41857,-21368,-68882,125.4,   
41858,-34071,-72512,81.1,   
41859,-22629,-70467,40.1,   
41860,-20601,-69319,105.9,   
41861,-37494,-73767,20.3,   
41862,-31177,-69058,149.1,   
41863,-21384,-68650,136.3,   
41864,-33357,-70759,82.0,   
41865,-22197,-68764,116.5,   
41866,-21033,-68754,134.8,   
41867,-33913,-72388,27.3,   
41868,-21315,-69525,73.5,   
41869,-21692,-68843,117.3,   
41870,-34215,-72369,31.5,   
41871,-29755,-71452,29.3,   
41872,-33881,-72382,17.9,   
41873,-33811,-72414,32.2,   
41874,-34742,-72230,24.7,   
41875,-19429,-69868,69.7,   
41876,-33948,-72182,11.9,   
41877,-20240,-69354,110.8,   
41878,-21782,-68748,127.9,   
41879,-34276,-72404,12.2,   
41880,-34317,-72260,28.3,   
41881,-21786,-68734,122.9,   
41882,-22862,-68514,147.4,   
41883,-32244,-71215,44.1,   
41884,-35085,-71894,54.0,   
41885,-36069,-71559,117.2,   
41886,-19966,-70540,36.5,   
41887,-34740,-72126,12.2,   
41888,-22651,-68844,93.3,   
41889,-32836,-70921,59.8,   
41890,-30978,-71270,65.1,   
41891,-23037,-68479,103.7,   
41892,-23936,-67449,233.0,   
41893,-21388,-69589,38.8,   
41894,-23316,-68087,141.0,   
41895,-34545,-72030,16.7,   
41896,-23809,-70342,36.0,   
41897,-32573,-71505,22.2,   
41898,-32685,-71767,41.0,   
41899,-32512,-71552,42.9,   
41900,-34012,-72301,25.8,   
41901,-34111,-72196,19.4,   
41902,-34526,-71928,24.9,   
41903,-33911,-72115,17.7,   
41904,-32538,-71635,39.2,   
41905,-19690,-68784,151.8,   
41906,-21089,-68902,114.2,   
41907,-34182,-70922,85.1,   
41908,-21793,-68720,139.0,   
41909,-32530,-71076,53.4,   
41910,-21830,-68630,128.9,   
41911,-21798,-68819,137.3,   
41912,-18875,-69877,85.1,   
41913,-22018,-67922,221.2,   
41914,-21121,-70352,40.2,   
41915,-31409,-71664,65.0,   
41916,-21858,-68579,116.3,   
41917,-21352,-68660,134.3,   
41918,-17964,-70777,38.8,   
41919,-23331,-68957,105.3,   
41920,-34744,-72123,25.1,   
41921,-33848,-72409,29.5,   
41922,-20726,-69161,103.2,   
41923,-33456,-72805,27.9,   
41924,-31346,-69362,12.2,   
41925,-20873,-69954,74.2,   
41926,-33040,-69209,15.4,   
41927,-22666,-66726,269.6,   
41928,-23715,-67231,230.0,   
41929,-31053,-67699,160.0,   
41930,-19717,-69199,101.0,   
41931,-20148,-69109,97.9,   
41932,-38184,-74332,25.9,   
41933,-32829,-71851,40.5,   
41934,-32657,-71696,64.4,   
41935,-32572,-71667,32.5,   
41936,-21918,-68640,123.4,   
41937,-22220,-70089,44.4,   
41938,-33413,-70112,106.0,   
41939,-21955,-70342,29.4,   
41940,-34094,-72221,15.0,   
41941,-22222,-66837,308.1,   
41942,-34120,-72394,8.7,   
41943,-34300,-72033,30.2,   
41944,-22713,-69097,63.2,   
41945,-21864,-68796,117.4,   
41946,-21080,-69056,113.1,   
41947,-34084,-72116,7.1,   
41948,-34154,-72257,25.4,   
41949,-34191,-72268,37.2,   
41950,-34165,-72212,27.7,   
41951,-34456,-71979,20.2,   
41952,-34116,-72364,33.1,   
41953,-34174,-72129,24.2,   
41954,-34081,-72193,20.0,   
41955,-34151,-72174,20.0,   
41956,-21246,-68790,125.8,   
41957,-20387,-69054,97.3,   
41958,-34149,-72245,34.4,   
41959,-34163,-72286,22.2,   
41960,-34063,-72300,20.1,   
41961,-34133,-72336,35.8,   
41962,-21329,-69380,92.3,   
41963,-34083,-72069,15.9,   
41964,-34030,-72499,14.0,   
41965,-27322,-70526,80.3,   
41966,-27638,-70395,70.0,   
41967,-20043,-67829,214.0,   
41968,-22696,-69166,85.2,   
41969,-20631,-68975,98.6,   
41970,-20277,-69184,89.1,   
41971,-32306,-71435,56.1,   
41972,-21183,-68171,169.1,   
41973,-19864,-69456,105.8,   
41974,-34462,-69028,20.3,   
41975,-33955,-72263,36.1,   
41976,-34391,-72010,30.2,   
41977,-34072,-72220,18.5,   
41978,-33807,-71856,19.9,   
41979,-34037,-71984,32.6,   
41980,-21564,-68800,124.4,   
41981,-31791,-71851,28.9,   
41982,-31731,-71745,32.5,   
41983,-33204,-72645,31.8,   
41984,-34819,-71204,72.6,   
41985,-23246,-68187,155.8,   
41986,-21247,-69065,101.0,   
41987,-32669,-71799,28.1,   
41988,-21078,-70216,40.6,   
41989,-33985,-72975,17.5,   
41990,-34124,-72165,34.9,   
41991,-34123,-72330,27.6,   
41992,-34100,-72276,16.3,   
41993,-34114,-72397,35.8,   
41994,-32335,-71724,27.2,   
41995,-21342,-70237,40.6,   
41996,-21888,-68669,124.0,   
41997,-34762,-71871,34.6,   
41998,-21121,-68827,120.9,   
41999,-36285,-72443,52.2,   
42000,-20037,-69224,93.8,   
42001,-31157,-68421,110.2,   
42002,-34755,-71714,34.5,   
42003,-31543,-70142,101.0,   
42004,-34231,-72335,41.4,   
42005,-34003,-73200,51.6,   
42006,-34363,-71800,12.7,   
42007,-34750,-71676,56.1,   
42008,-40525,-72103,6.1,   
42009,-21821,-68788,133.1,   
42010,-29359,-70659,56.6,   
42011,-19516,-69401,100.4,   
42012,-33356,-71578,33.4,   
42013,-34596,-71984,12.7,   
42014,-22879,-70458,44.8,   
42015,-22294,-68584,133.8,   
42016,-33319,-71644,45.0,   
42017,-23624,-67363,237.7,   
42018,-22011,-69860,64.1,   
42019,-37433,-73429,25.2,   
42020,-38556,-73466,30.6,   
42021,-34095,-72273,20.1,   
42022,-34114,-72240,26.4,   
42023,-28825,-71659,50.1,   
42024,-34045,-72221,7.0,   
42025,-33978,-72465,37.4,   
42026,-33516,-72127,15.0,   
42027,-34050,-72261,14.2,   
42028,-34796,-71764,40.8,   
42029,-34051,-72385,7.6,   
42030,-33573,-72033,19.1,   
42031,-33591,-72069,39.7,   
42032,-34822,-72549,28.8,   
42033,-32590,-71529,55.3,   
42034,-36336,-73604,32.4,   
42035,-36336,-73539,31.4,   
42036,-21271,-68875,123.9,   
42037,-34596,-72034,21.4,   
42038,-22744,-67144,256.2,   
42039,-36506,-73848,44.7,   
42040,-36335,-73503,24.1,   
42041,-21698,-70006,66.6,   
42042,-21932,-67679,214.1,   
42043,-36484,-73756,36.8,   
42044,-32435,-70918,70.3,   
42045,-19961,-70520,44.0,   
42046,-20866,-68989,110.5,   
42047,-27540,-70848,65.1,   
42048,-36257,-73611,18.7,   
42049,-19868,-69196,96.3,   
42050,-21400,-68648,144.0,   
42051,-22587,-66875,310.4,   
42052,-27841,-70162,40.1,   
42053,-38766,-73858,26.3,   
42054,-23214,-67158,202.6,   
42055,-22045,-68780,99.6,   
42056,-34678,-73516,33.8,   
42057,-22351,-68471,116.1,   
42058,-23152,-68432,146.2,   
42059,-21785,-68747,133.7,   
42060,-20074,-70273,30.2,   
42061,-34787,-72321,38.4,   
42062,-21045,-69089,108.2,   
42063,-23430,-68998,94.4,   
42064,-36246,-73428,35.0,   
42065,-21157,-69025,116.0,   
42066,-20055,-69219,90.9,   
42067,-18704,-69536,100.3,   
42068,-19975,-70624,32.5,   
42069,-20210,-70803,19.3,   
42070,-33228,-71335,4.7,   
42071,-28396,-69449,95.0,   
42072,-21160,-68874,119.2,   
42073,-36309,-73650,26.6,   
42074,-22623,-68594,106.1,   
42075,-21458,-68530,121.8,   
42076,-22494,-68942,106.0,   
42077,-22272,-70191,39.3,   
42078,-34999,-72409,29.9,   
42079,-21177,-68781,125.1,   
42080,-23951,-67485,235.7,   
42081,-34824,-71761,53.0,   
42082,-33001,-70375,99.2,   
42083,-33901,-72099,26.0,   
42084,-34042,-71989,20.3,   
42085,-21276,-68811,124.8,   
42086,-35621,-72496,97.9,   
42087,-33909,-72070,33.7,   
42088,-33892,-72004,23.6,   
42089,-17719,-70732,97.4,   
42090,-31396,-71864,34.5,   
42091,-33900,-72002,26.0,   
42092,-32271,-71161,60.1,   
42093,-33896,-72091,22.3,   
42094,-19528,-69758,87.5,   
42095,-21971,-70166,40.0,   
42096,-33921,-72049,41.5,   
42097,-33866,-72034,20.1,   
42098,-34751,-71767,50.3,   
42099,-29154,-71462,32.1,   
42100,-32702,-71888,42.7,   
42101,-34014,-72137,20.9,   
42102,-33994,-72009,18.7,   
42103,-34733,-71688,36.9,   
42104,-33849,-70727,88.8,   
42105,-21279,-68915,99.7,   
42106,-21213,-68959,112.6,   
42107,-20521,-69270,85.9,   
42108,-34582,-71937,17.4,   
42109,-31559,-68183,150.0,   
42110,-35063,-71179,110.8,   
42111,-22659,-66774,270.0,   
42112,-37052,-72354,65.8,   
42113,-23419,-68672,133.2,   
42114,-27942,-69371,90.0,   
42115,-19687,-69558,104.5,   
42116,-23877,-67434,244.2,   
42117,-34918,-71877,44.3,   
42118,-23941,-67611,238.3,   
42119,-21859,-68816,121.3,   
42120,-33247,-70415,98.5,   
42121,-21361,-70307,40.2,   
42122,-34937,-71752,45.8,   
42123,-22616,-70387,33.4,   
42124,-22587,-68623,122.6,   
42125,-32035,-71501,48.6,   
42126,-34528,-73755,44.6,   
42127,-34879,-71828,39.6,   
42128,-19312,-67248,250.0,   
42129,-21124,-68715,134.4,   
42130,-31948,-71127,78.9,   
42131,-22367,-69022,105.8,   
42132,-19916,-69222,91.8,   
42133,-34538,-71876,17.7,   
42134,-21802,-68757,125.5,   
42135,-34094,-72180,20.5,   
42136,-20833,-69041,99.7,   
42137,-31578,-69759,149.0,   
42138,-26074,-71029,47.0,   
42139,-34021,-72350,33.3,   
42140,-33560,-71833,43.0,   
42141,-34111,-72315,23.1,   
42142,-18740,-69435,117.4,   
42143,-32843,-70534,94.6,   
42144,-34162,-72324,29.3,   
42145,-34414,-72142,22.4,   
42146,-31923,-71590,33.5,   
42147,-21703,-68660,121.9,   
42148,-22908,-67287,237.8,   
42149,-31985,-69908,110.5,   
42150,-20357,-69192,85.2,   
42151,-22670,-69845,63.8,   
42152,-21315,-70326,36.8,   
42153,-21157,-68874,120.0,   
42154,-34188,-72246,35.0,   
42155,-20025,-69218,94.9,   
42156,-34086,-72375,8.5,   
42157,-34146,-73244,35.4,   
42158,-21700,-68568,119.8,   
42159,-21770,-67760,205.2,   
42160,-21112,-68965,107.8,   
42161,-34849,-71703,53.5,   
42162,-20361,-69326,79.0,   
42163,-33863,-72231,35.0,   
42164,-34924,-72453,23.4,   
42165,-21231,-68952,117.6,   
42166,-34107,-72317,24.5,   
42167,-17565,-69813,156.0,   
42168,-29318,-70465,135.7,   
42169,-36275,-72364,32.8,   
42170,-22962,-69030,104.3,   
42171,-21172,-68991,111.0,   
42172,-23178,-67099,241.8,   
42173,-22780,-66746,260.0,   
42174,-36133,-73104,18.4,   
42175,-20208,-70683,17.0,   
42176,-20193,-70662,40.1,   
42177,-22097,-70598,36.9,   
42178,-20598,-68993,99.9,   
42179,-20685,-68989,103.4,   
42180,-22714,-66891,290.0,   
42181,-33802,-72610,30.8,   
42182,-27681,-70755,32.0,   
42183,-21499,-68574,139.3,   
42184,-20573,-69239,92.8,   
42185,-19279,-70106,55.9,   
42186,-37468,-74617,23.0,   
42187,-37714,-73728,32.8,   
42188,-22761,-68746,101.2,   
42189,-20228,-68957,114.8,   
42190,-35355,-73831,23.9,   
42191,-21351,-68821,119.9,   
42192,-20564,-68921,107.5,   
42193,-21151,-68615,133.5,   
42194,-22389,-68976,114.7,   
42195,-19289,-70137,57.3,   
42196,-36835,-72229,30.8,   
42197,-32424,-69855,43.1,   
42198,-34574,-72881,26.2,   
42199,-33575,-69996,4.0,   
42200,-19277,-70128,55.0,   
42201,-34339,-72532,26.5,   
42202,-34692,-71812,28.2,   
42203,-34600,-71806,35.0,   
42204,-33948,-72423,32.0,   
42205,-21499,-68768,120.4,   
42206,-32950,-70207,85.7,   
42207,-37245,-73431,12.1,   
42208,-23984,-67550,216.5,   
42209,-20042,-69107,97.6,   
42210,-36146,-71167,140.3,   
42211,-33742,-72823,24.0,   
42212,-33491,-73103,22.1,   
42213,-32448,-69910,103.6,   
42214,-38244,-75159,34.4,   
42215,-21726,-68518,115.7,   
42216,-34825,-71008,98.0,   
42217,-22771,-70511,28.9,   
42218,-21299,-68873,124.5,   
42219,-20393,-69070,94.2,   
42220,-20372,-69079,95.2,   
42221,-35829,-73488,20.1,   
42222,-32783,-70052,104.8,   
42223,-35786,-73464,19.0,   
42224,-36115,-73749,19.1,   
42225,-35771,-73375,31.4,   
42226,-19537,-69386,106.1,   
42227,-23927,-67406,217.5,   
42228,-21404,-68916,104.0,   
42229,-31503,-69738,110.0,   
42230,-21015,-69024,114.0,   
42231,-32364,-70217,89.9,   
42232,-34708,-71777,41.7,   
42233,-21477,-68798,110.6,   
42234,-21799,-68660,128.8,   
42235,-35827,-73556,32.9,   
42236,-35689,-72906,7.6,   
42237,-20705,-69005,93.5,   
42238,-31809,-70307,100.3,   
42239,-21253,-68620,124.8,   
42240,-34033,-71928,20.3,   
42241,-35117,-71929,42.3,   
42242,-34809,-71810,43.8,   
42243,-21384,-68726,123.2,   
42244,-23787,-69614,99.6,   
42245,-35754,-73101,10.5,   
42246,-25524,-70486,22.9,   
42247,-18953,-69657,89.4,   
42248,-19344,-69629,87.4,   
42249,-33818,-72102,50.1,   
42250,-34032,-72227,32.2,   
42251,-33302,-70740,80.8,   
42252,-34693,-71982,10.0,   
42253,-32260,-71085,82.5,   
42254,-31890,-72174,36.2,   
42255,-22630,-69042,117.6,   
42256,-24520,-70527,36.6,   
42257,-24424,-68192,152.8,   
42258,-35159,-71337,95.2,   
42259,-36746,-73533,13.0,   
42260,-19977,-69634,97.4,   
42261,-22257,-68954,103.0,   
42262,-21481,-68505,138.0,   
42263,-21621,-68599,119.3,   
42264,-20713,-69232,101.2,   
42265,-21294,-68919,118.4,   
42266,-35113,-71888,49.2,   
42267,-34476,-71816,14.5,   
42268,-34552,-72052,22.2,   
42269,-34554,-71845,8.6,   
42270,-22013,-68847,116.8,   
42271,-21763,-69944,70.6,   
42272,-21266,-68706,126.6,   
42273,-22059,-68245,136.7,   
42274,-22354,-68764,101.5,   
42275,-38541,-73501,33.0,   
42276,-23964,-67429,219.3,   
42277,-31467,-70006,127.8,   
42278,-22192,-68810,100.0,   
42279,-36900,-72845,37.1,   
42280,-22009,-68498,116.9,   
42281,-34816,-71840,44.5,   
42282,-38617,-73134,62.7,   
42283,-38484,-73361,12.8,   
42284,-36412,-73103,15.5,   
42285,-22361,-68741,125.5,   
42286,-35605,-72346,93.8,   
42287,-22120,-70319,37.4,   
42288,-27916,-66875,135.0,   
42289,-32817,-71892,44.5,   
42290,-33985,-72050,38.8,   
42291,-27882,-71122,18.3,   
42292,-32025,-69514,136.2,   
42293,-34558,-72063,15.5,   
42294,-27878,-71008,35.3,   
42295,-26755,-70947,38.0,   
42296,-21340,-68718,135.0,   
42297,-37333,-74186,27.8,   
42298,-31830,-69737,151.3,   
42299,-35347,-72274,35.3,   
42300,-22723,-69156,78.4,   
42301,-34637,-72017,10.1,   
42302,-18906,-70390,52.4,   
42303,-34657,-72026,10.6,   
42304,-18595,-70952,34.5,   
42305,-34685,-72292,26.3,   
42306,-35130,-72777,51.6,   
42307,-28589,-70313,64.8,   
42308,-20443,-69037,100.4,   
42309,-34406,-72019,38.0,   
42310,-23987,-67583,259.8,   
42311,-30813,-72161,30.0,   
42312,-30965,-72164,33.5,   
42313,-32036,-71488,47.4,   
42314,-28324,-67814,124.5,   
42315,-22088,-68783,110.0,   
42316,-34310,-72045,40.2,   
42317,-31057,-72158,28.9,   
42318,-32663,-70812,76.5,   
42319,-19842,-69333,93.6,   
42320,-33478,-71023,83.1,   
42321,-36191,-73779,16.0,   
42322,-36220,-73564,9.1,   
42323,-17574,-69952,148.3,   
42324,-23250,-69053,98.7,   
42325,-22409,-68602,116.1,   
42326,-21058,-69070,111.6,   
42327,-32009,-70775,68.1,   
42328,-33819,-70306,123.4,   
42329,-20516,-69246,96.8,   
42330,-23343,-70467,26.2,   
42331,-24136,-67077,200.0,   
42332,-34214,-71079,66.8,   
42333,-21248,-68780,110.7,   
42334,-21283,-68071,205.3,   
42335,-23076,-70405,43.8,   
42336,-30227,-68103,96.6,   
42337,-19241,-70040,62.3,   
42338,-30542,-72185,31.6,   
42339,-30526,-72155,38.3,   
42340,-38240,-72448,73.0,   
42341,-34008,-72193,23.9,   
42342,-22794,-68867,88.4,   
42343,-24105,-67092,180.0,   
42344,-23898,-67492,240.0,   
42345,-21896,-68530,98.1,   
42346,-22953,-70491,10.0,   
42347,-21164,-68940,108.5,   
42348,-34036,-70824,86.9,   
42349,-21807,-69608,68.9,   
42350,-21088,-69039,111.4,   
42351,-32135,-71626,44.4,   
42352,-34763,-70566,119.3,   
42353,-30565,-72361,18.7,   
42354,-32607,-71523,33.2,   
42355,-19926,-69312,100.0,   
42356,-19185,-69247,111.2,   
42357,-30791,-71271,22.1,   
42358,-34472,-72101,33.2,   
42359,-20447,-68906,108.1,   
42360,-21051,-66930,277.3,   
42361,-22911,-68846,107.7,   
42362,-34324,-72303,35.2,   
42363,-34326,-72234,23.0,   
42364,-23763,-67507,229.2,   
42365,-30796,-72125,34.2,   
42366,-18804,-69390,106.6,   
42367,-20883,-68952,103.7,   
42368,-34781,-71828,45.0,   
42369,-35932,-73340,28.9,   
42370,-34465,-71982,24.7,   
42371,-35869,-73420,15.0,   
42372,-21596,-68567,134.2,   
42373,-35893,-73424,28.0,   
42374,-22415,-68836,94.7,   
42375,-35917,-73404,21.8,   
42376,-21473,-68596,145.8,   
42377,-35884,-73334,31.9,   
42378,-35979,-73218,50.4,   
42379,-35918,-73340,37.7,   
42380,-35987,-73383,31.5,   
42381,-27477,-69199,51.4,   
42382,-34764,-72161,23.3,   
42383,-23293,-70165,10.0,   
42384,-24213,-67478,210.9,   
42385,-31566,-70192,101.7,   
42386,-20494,-69046,98.9,   
42387,-21661,-68560,121.2,   
42388,-20083,-70383,37.8,   
42389,-22360,-70234,34.1,   
42390,-31453,-69807,152.9,   
42391,-21102,-68668,138.9,   
42392,-32105,-71055,89.1,   
42393,-33621,-71099,63.3,   
42394,-19718,-69218,102.7,   
42395,-19605,-70384,42.9,   
42396,-23945,-69017,111.0,   
42397,-19353,-69374,102.7,   
42398,-21069,-68513,134.3,   
42399,-28151,-67848,145.0,   
42400,-21149,-68805,119.7,   
42401,-19955,-69191,96.8,   
42402,-37337,-74542,18.1,   
42403,-21096,-68851,126.7,   
42404,-34450,-71997,21.2,   
42405,-20605,-69236,86.1,   
42406,-21030,-69131,107.8,   
42407,-20091,-70383,47.2,   
42408,-20933,-68892,98.0,   
42409,-31283,-69069,150.0,   
42410,-30518,-72289,36.5,   
42411,-28590,-70327,86.5,   
42412,-20772,-69064,102.8,   
42413,-22210,-68783,122.6,   
42414,-19929,-69313,89.0,   
42415,-22596,-67457,235.1,   
42416,-20782,-69170,108.8,   
42417,-31031,-71975,30.0,   
42418,-34422,-71962,33.3,   
42419,-22834,-69530,72.3,   
42420,-34806,-71543,58.0,   
42421,-31029,-70457,130.6,   
42422,-34870,-71694,64.5,   
42423,-21844,-68556,123.7,   
42424,-33896,-71965,6.5,   
42425,-31785,-71773,34.1,   
42426,-21933,-68652,115.8,   
42427,-24181,-66983,170.0,   
42428,-21700,-68601,141.1,   
42429,-24241,-67594,206.7,   
42430,-32657,-68976,137.2,   
42431,-37453,-72238,76.4,   
42432,-35059,-71525,77.0,   
42433,-32804,-71545,21.0,   
42434,-21739,-68723,139.0,   
42435,-33755,-72367,35.7,   
42436,-21359,-68804,108.5,   
42437,-29516,-70943,37.0,   
42438,-32252,-71057,77.8,   
42439,-21018,-70255,36.0,   
42440,-34067,-72093,25.1,   
42441,-20199,-68812,122.4,   
42442,-35489,-71550,99.2,   
42443,-23011,-67253,259.9,   
42444,-34476,-72563,32.3,   
42445,-21366,-68756,133.1,   
42446,-20549,-69148,93.1,   
42447,-34772,-71737,30.0,   
42448,-21005,-70007,15.0,   
42449,-22148,-68663,116.0,   
42450,-34768,-71808,11.9,   
42451,-33995,-72363,25.1,   
42452,-33960,-72284,17.4,   
42453,-34045,-72414,34.4,   
42454,-21870,-68987,126.0,   
