id,x,y,z,r
40971,-18303,-71685,34.4,   
40972,-34451,-71777,12.6,   
40973,-33920,-71899,20.0,   
40974,-23205,-67473,272.5,   
40975,-36412,-73371,16.2,   
40976,-34762,-71867,13.1,   
40977,-31339,-70768,79.0,   
40978,-34483,-70733,118.5,   
40979,-27647,-71285,65.0,   
40980,-34580,-70965,24.1,   
40981,-20789,-69118,96.9,   
40982,-20558,-69303,80.8,   
40983,-30617,-71279,45.3,   
40984,-21546,-68640,143.5,   
40985,-21499,-68546,135.2,   
40986,-23025,-70166,35.4,   
40987,-20883,-69173,112.9,   
40988,-33975,-72234,15.0,   
40989,-22028,-67866,226.9,   
40990,-34455,-72176,24.2,   
40991,-33700,-70550,105.2,   
40992,-24594,-69029,60.0,   
40993,-21555,-68777,108.7,   
40994,-20846,-69223,105.7,   
40995,-34057,-72278,28.5,   
40996,-21075,-68556,161.4,   
40997,-21129,-69088,122.1,   
40998,-20834,-69199,104.1,   
40999,-21327,-68901,122.2,   
41000,-29576,-71304,60.8,   
41001,-22369,-70405,55.1,   
41002,-32877,-70118,106.4,   
41003,-19361,-69905,74.8,   
41004,-33936,-72051,27.2,   
41005,-22360,-69012,113.0,   
41006,-20792,-68929,100.5,   
41007,-34092,-72259,31.1,   
41008,-34516,-71882,18.5,   
41009,-20846,-69148,110.2,   
41010,-22725,-68869,105.8,   
41011,-21807,-68696,130.6,   
41012,-32314,-71719,49.5,   
41013,-20802,-69006,86.0,   
41014,-24324,-67411,168.2,   
41015,-21540,-68559,123.2,   
41016,-37158,-73593,27.6,   
41017,-32628,-71669,15.4,   
41018,-21075,-68800,137.5,   
41019,-33334,-70411,102.5,   
41020,-34747,-71675,34.3,   
41021,-22750,-67272,232.4,   
41022,-23501,-67372,216.3,   
41023,-38045,-74316,18.1,   
41024,-20763,-68917,104.1,   
41025,-34347,-72047,15.0,   
41026,-22083,-69800,63.6,   
41027,-22391,-68944,121.4,   
41028,-20438,-69158,104.6,   
41029,-22984,-67260,247.4,   
41030,-19883,-69288,103.2,   
41031,-21709,-68730,117.6,   
41032,-20615,-69064,106.2,   
41033,-34733,-71970,9.1,   
41034,-21487,-67220,267.0,   
41035,-34759,-71855,44.9,   
41036,-27303,-71158,61.3,   
41037,-35725,-72522,31.7,   
41038,-20857,-69165,105.4,   
41039,-28556,-71316,68.4,   
41040,-24078,-68949,46.6,   
41041,-21055,-68761,110.8,   
41042,-21083,-69009,106.0,   
41043,-28375,-70628,69.9,   
41044,-21098,-69021,113.2,   
41045,-21080,-68443,132.6,   
41046,-21794,-68686,141.4,   
41047,-34722,-72784,29.9,   
41048,-34749,-72769,38.3,   
41049,-20453,-68865,111.7,   
41050,-37662,-73641,41.7,   
41051,-33793,-72601,12.7,   
41052,-37144,-73967,16.9,   
41053,-37613,-73908,19.4,   
41054,-31189,-68783,136.6,   
41055,-35614,-72957,11.4,   
41056,-30208,-69347,31.6,   
41057,-28631,-71124,61.6,   
41058,-29323,-71048,44.7,   
41059,-32863,-68865,104.7,   
41060,-25922,-70649,50.2,   
41061,-21715,-68757,125.0,   
41062,-24776,-69192,64.8,   
41063,-20641,-69777,65.2,   
41064,-38959,-74617,12.3,   
41065,-19997,-69455,99.0,   
41066,-20833,-69161,103.7,   
41067,-21111,-68900,119.0,   
41068,-22447,-68677,131.4,   
41069,-34062,-72140,20.9,   
41070,-33665,-71873,19.5,   
41071,-34716,-73745,35.9,   
41072,-21112,-68611,136.4,   
41073,-33684,-71882,28.3,   
41074,-34082,-72148,20.0,   
41075,-21431,-68611,139.3,   
41076,-22177,-69039,101.2,   
41077,-21941,-66705,325.6,   
41078,-20861,-69083,106.6,   
41079,-19279,-70162,55.2,   
41080,-21934,-68768,131.3,   
41081,-21143,-68916,125.1,   
41082,-18329,-71498,31.4,   
41083,-33599,-70580,102.2,   
41084,-23713,-67288,248.2,   
41085,-22581,-68859,126.8,   
41086,-35193,-72484,38.7,   
41087,-20906,-69116,103.8,   
41088,-23904,-67607,245.2,   
41089,-22988,-70338,32.8,   
41090,-22080,-67878,200.9,   
41091,-20680,-69024,97.0,   
41092,-24223,-67342,136.4,   
41093,-33207,-70955,65.6,   
41094,-21100,-68763,125.3,   
41095,-22993,-70189,46.5,   
41096,-19208,-69371,72.9,   
41097,-21757,-68859,114.4,   
41098,-21126,-68236,179.8,   
41099,-35926,-73108,24.1,   
41100,-19726,-69211,104.4,   
41101,-21363,-68935,91.8,   
41102,-23663,-67726,242.6,   
41103,-19380,-69431,91.1,   
41104,-34034,-72406,15.0,   
41105,-21080,-68930,111.4,   
41106,-34040,-72415,15.0,   
41107,-22345,-68012,197.1,   
41108,-34076,-72344,25.3,   
41109,-34065,-72238,10.0,   
41110,-21067,-69085,114.4,   
41111,-29309,-71412,71.7,   
41112,-33628,-71066,57.9,   
41113,-21069,-68967,115.1,   
41114,-34741,-71850,45.6,   
41115,-34225,-72248,27.5,   
41116,-21095,-69034,100.1,   
41117,-21776,-68842,119.3,   
41118,-21937,-68565,129.2,   
41119,-30630,-70695,82.0,   
41120,-34017,-72323,42.0,   
41121,-33912,-72457,20.4,   
41122,-23922,-68728,125.0,   
41123,-22975,-67352,260.5,   
41124,-32792,-71122,48.9,   
41125,-33452,-70674,103.3,   
41126,-20216,-70308,46.6,   
41127,-34303,-72061,22.5,   
41128,-21043,-69081,115.7,   
41129,-33909,-72386,16.0,   
41130,-21117,-68643,129.4,   
41131,-19503,-70287,40.5,   
41132,-22052,-68798,101.3,   
41133,-21795,-70086,68.2,   
41134,-19959,-69221,94.5,   
41135,-21275,-68805,117.9,   
41136,-21269,-69760,49.2,   
41137,-34832,-72515,20.1,   
41138,-34831,-71870,51.0,   
41139,-23244,-67178,264.4,   
41140,-30708,-68903,116.5,   
41141,-20983,-69033,109.5,   
41142,-34313,-72533,15.8,   
41143,-23975,-67502,237.8,   
41144,-34030,-72239,13.4,   
41145,-35505,-72226,15.0,   
41146,-21635,-68581,124.9,   
41147,-23774,-67509,236.4,   
41148,-32164,-70925,82.4,   
41149,-22114,-68664,111.3,   
41150,-29262,-71298,61.4,   
41151,-21317,-68797,120.5,   
41152,-30830,-72191,45.0,   
41153,-21089,-68853,110.6,   
41154,-22232,-68656,103.0,   
41155,-23954,-67798,223.4,   
41156,-21190,-68943,116.7,   
41157,-32374,-71468,24.6,   
41158,-23742,-67223,230.0,   
41159,-29401,-71187,35.9,   
41160,-23207,-70588,39.8,   
41161,-34650,-72043,15.6,   
41162,-18572,-69713,108.9,   
41163,-20694,-70560,33.9,   
41164,-20927,-69123,104.6,   
41165,-22236,-68913,115.5,   
41166,-19696,-69742,58.8,   
41167,-36716,-72352,55.3,   
41168,-32669,-71586,8.1,   
41169,-21077,-69769,68.1,   
41170,-33289,-70747,80.7,   
41171,-36365,-72441,53.6,   
41172,-20217,-68893,109.1,   
41173,-18832,-70687,47.8,   
41174,-35753,-73308,25.4,   
41175,-23136,-67481,259.5,   
41176,-28849,-70621,81.1,   
41177,-22614,-68529,142.9,   
41178,-22389,-68866,91.3,   
41179,-21525,-68549,127.4,   
41180,-38197,-74057,14.5,   
41181,-31681,-69897,126.5,   
41182,-21551,-68652,124.0,   
41183,-35003,-71299,68.9,   
41184,-35497,-73150,34.6,   
41185,-20932,-67746,209.4,   
41186,-35747,-73433,46.1,   
41187,-23746,-67464,256.9,   
41188,-21796,-67777,218.0,   
41189,-23993,-67675,230.5,   
41190,-21972,-67866,210.5,   
41191,-34056,-72377,15.0,   
41192,-18912,-69663,96.3,   
41193,-22525,-68791,135.0,   
41194,-21910,-67855,210.8,   
41195,-28981,-71453,37.6,   
41196,-22893,-68657,130.1,   
41197,-25537,-71117,17.6,   
41198,-20742,-69205,85.5,   
41199,-22180,-68692,119.2,   
41200,-23363,-70796,28.9,   
41201,-21386,-71211,10.0,   
41202,-27927,-70630,61.8,   
41203,-35220,-73918,20.0,   
41204,-22959,-69062,81.6,   
41205,-34162,-72219,7.0,   
41206,-23010,-69036,80.9,   
41207,-34075,-72367,28.8,   
41208,-20404,-69020,105.9,   
41209,-34770,-72010,19.9,   
41210,-21305,-69078,110.0,   
41211,-34265,-73214,13.9,   
41212,-34769,-72163,21.9,   
41213,-28511,-68937,115.1,   
41214,-36678,-72966,40.3,   
41215,-22574,-68910,110.8,   
41216,-21231,-68911,118.3,   
41217,-37670,-73528,46.9,   
41218,-28801,-70779,49.5,   
41219,-20478,-69075,109.3,   
41220,-34718,-71832,41.9,   
41221,-36826,-73199,30.0,   
41222,-21799,-68760,113.8,   
41223,-22090,-68786,109.8,   
41224,-34759,-71842,39.6,   
41225,-29444,-71492,41.2,   
41226,-21140,-68967,120.6,   
41227,-24178,-67227,119.7,   
41228,-24502,-69089,70.0,   
41229,-34210,-72215,13.5,   
41230,-22440,-68579,115.0,   
41231,-34761,-71874,13.8,   
41232,-19585,-70125,80.5,   
41233,-20090,-69195,102.7,   
41234,-34242,-72159,21.6,   
41235,-36361,-72665,71.9,   
41236,-36878,-72473,55.6,   
41237,-33301,-72261,37.9,   
41238,-40350,-71581,138.2,   
41239,-32115,-71369,40.5,   
41240,-28423,-70330,39.9,   
41241,-22039,-68810,109.6,   
41242,-37033,-74047,38.6,   
41243,-20238,-69181,88.6,   
41244,-34270,-72533,15.0,   
41245,-38124,-73489,14.7,   
41246,-17863,-70040,95.4,   
41247,-27813,-70845,35.3,   
41248,-23924,-67740,223.4,   
41249,-32433,-70228,97.0,   
41250,-37864,-72442,77.7,   
41251,-34764,-71825,39.0,   
41252,-34642,-71805,35.4,   
41253,-22012,-67796,220.0,   
41254,-34457,-71846,40.6,   
41255,-21753,-68598,134.1,   
41256,-24483,-70039,45.2,   
41257,-30252,-71161,75.1,   
41258,-34754,-71668,36.5,   
41259,-21290,-68926,112.5,   
41260,-32755,-71841,2.9,   
41261,-19842,-69178,95.9,   
41262,-34377,-72372,7.1,   
41263,-20075,-69144,101.3,   
41264,-22477,-68666,123.3,   
41265,-27587,-71093,60.7,   
41266,-30912,-71572,39.5,   
41267,-20142,-69249,89.5,   
41268,-33562,-71982,37.2,   
41269,-23954,-67579,218.1,   
41270,-29303,-69669,127.1,   
41271,-21245,-69016,111.9,   
41272,-35148,-70190,104.5,   
41273,-29675,-69163,153.6,   
41274,-34743,-72591,20.7,   
41275,-33582,-71932,20.1,   
41276,-34730,-71655,15.0,   
41277,-21125,-68711,107.2,   
41278,-20266,-68911,113.7,   
41279,-24032,-70248,38.0,   
41280,-23233,-68754,96.6,   
41281,-27536,-70541,46.6,   
41282,-21025,-71361,35.0,   
41283,-21230,-68921,115.6,   
41284,-32425,-71458,10.3,   
41285,-33998,-72354,2.9,   
41286,-34107,-72550,43.2,   
41287,-34773,-71635,9.0,   
41288,-35249,-72495,19.8,   
41289,-19946,-69223,105.1,   
41290,-34745,-71941,40.3,   
41291,-19055,-69496,93.6,   
41292,-22871,-68925,100.6,   
41293,-30878,-71933,15.0,   
41294,-34032,-72368,26.2,   
41295,-36320,-72227,27.3,   
41296,-24343,-69523,33.7,   
41297,-34025,-72144,18.5,   
41298,-36204,-73557,35.2,   
41299,-21385,-68556,131.0,   
41300,-24051,-68895,121.2,   
41301,-36230,-73525,16.9,   
41302,-21096,-68913,126.0,   
41303,-33430,-70596,96.3,   
41304,-34780,-71876,51.5,   
41305,-21762,-68547,124.0,   
41306,-34119,-73252,16.3,   
41307,-21319,-68558,141.1,   
41308,-21505,-68456,144.3,   
41309,-22184,-68805,117.8,   
41310,-18047,-69475,121.5,   
41311,-36110,-73646,10.0,   
41312,-22394,-68504,147.7,   
41313,-22174,-70295,31.3,   
41314,-29663,-71056,31.0,   
41315,-21362,-68804,124.8,   
41316,-28409,-70592,62.9,   
41317,-30310,-71444,55.1,   
41318,-33919,-71346,25.0,   
41319,-34021,-72255,28.8,   
41320,-21106,-68734,121.5,   
41321,-21215,-69294,86.3,   
41322,-21001,-68980,91.6,   
41323,-32082,-71390,38.0,   
41324,-22166,-68812,114.7,   
41325,-21531,-68506,153.5,   
41326,-31516,-71533,76.0,   
41327,-34974,-71404,49.1,   
41328,-21395,-69796,78.7,   
41329,-34983,-71760,61.3,   
41330,-33659,-70247,121.0,   
41331,-34355,-71992,23.9,   
41332,-21035,-68832,106.9,   
41333,-19729,-69282,90.7,   
41334,-21064,-68888,120.7,   
41335,-20269,-70376,46.4,   
41336,-32729,-71616,5.5,   
41337,-36145,-73562,15.1,   
41338,-34609,-71849,56.6,   
41339,-21775,-68582,121.6,   
41340,-19950,-70889,29.1,   
41341,-27947,-71557,65.1,   
41342,-21185,-68957,119.9,   
41343,-30403,-69556,20.2,   
41344,-21815,-68568,118.5,   
41345,-37218,-73614,24.3,   
41346,-18914,-70168,58.7,   
41347,-34212,-72175,32.0,   
41348,-28313,-69518,124.0,   
41349,-29078,-70687,74.8,   
41350,-31720,-70107,128.3,   
41351,-22710,-68934,101.4,   
41352,-20905,-67732,202.9,   
41353,-40566,-72165,20.8,   
41354,-21297,-68716,119.9,   
41355,-20885,-69095,106.2,   
41356,-33839,-71931,25.1,   
41357,-21076,-69120,112.0,   
41358,-36766,-73426,20.1,   
41359,-28400,-70005,85.0,   
41360,-20403,-68824,104.0,   
41361,-22735,-68608,120.9,   
41362,-34299,-72359,15.0,   
41363,-20829,-69198,103.2,   
41364,-20039,-69178,95.1,   
41365,-33823,-73089,15.0,   
41366,-20540,-69805,76.2,   
41367,-36092,-73751,27.0,   
41368,-35075,-72834,49.1,   
41369,-21416,-70079,73.8,   
41370,-34500,-72193,32.3,   
41371,-20584,-69042,98.0,   
41372,-22396,-70134,58.1,   
41373,-33931,-72226,6.9,   
41374,-24453,-69966,26.2,   
41375,-33983,-72297,30.4,   
41376,-33994,-71630,38.2,   
41377,-22315,-70035,80.9,   
41378,-20745,-68953,110.7,   
41379,-31803,-69825,133.6,   
41380,-30353,-71224,78.7,   
41381,-35575,-71278,140.3,   
41382,-20988,-68906,115.2,   
41383,-18825,-70000,11.6,   
41384,-34213,-72305,24.8,   
41385,-22204,-70127,38.9,   
41386,-24206,-67808,213.9,   
41387,-33002,-71944,10.2,   
41388,-34666,-72464,65.1,   
41389,-19973,-67643,284.9,   
41390,-34296,-72579,25.0,   
41391,-34204,-72261,29.5,   
41392,-21092,-69091,114.5,   
41393,-22242,-68690,131.0,   
41394,-34570,-71848,32.5,   
41395,-21120,-68991,119.3,   
41396,-21201,-68964,114.8,   
41397,-34751,-71826,49.9,   
41398,-21077,-69034,106.9,   
41399,-31400,-68768,136.0,   
41400,-33635,-71886,37.5,   
41401,-35326,-71069,105.1,   
41402,-22759,-69557,69.7,   
41403,-34913,-71934,26.9,   
41404,-21287,-68680,118.4,   
41405,-20681,-68854,97.1,   
41406,-22772,-70394,32.8,   
41407,-21027,-68690,137.8,   
41408,-21618,-68808,108.2,   
41409,-30428,-71112,66.9,   
41410,-37585,-74172,27.6,   
41411,-34681,-71692,25.2,   
41412,-34528,-72027,45.0,   
41413,-20304,-69160,103.3,   
41414,-36199,-73552,29.9,   
41415,-21122,-69108,112.9,   
41416,-43146,-72029,172.4,   
41417,-20624,-69125,91.5,   
41418,-37566,-75216,8.7,   
41419,-37556,-74121,35.6,   
41420,-23285,-67213,224.5,   
41421,-36372,-71355,149.6,   
41422,-35001,-72136,35.0,   
41423,-28143,-70502,72.2,   
41424,-21945,-70259,33.1,   
41425,-21463,-67150,255.0,   
41426,-22525,-68101,183.1,   
41427,-27568,-71827,35.0,   
41428,-20700,-68734,121.2,   
41429,-19855,-69182,100.2,   
41430,-33960,-71972,15.0,   
41431,-34812,-72410,37.5,   
41432,-34940,-71972,36.3,   
41433,-33099,-70326,105.8,   
41434,-34049,-72194,45.0,   
41435,-23956,-67654,232.0,   
41436,-20820,-68989,99.7,   
41437,-21807,-68561,124.4,   
41438,-32602,-67808,148.0,   
41439,-21720,-68625,121.6,   
41440,-22189,-68874,117.5,   
41441,-24362,-69937,34.6,   
41442,-33434,-72185,10.3,   
41443,-33421,-72196,26.9,   
41444,-34690,-71982,30.9,   
41445,-20615,-69165,93.1,   
41446,-19615,-69310,98.0,   
41447,-34755,-71717,46.4,   
41448,-26917,-71001,40.5,   
41449,-21049,-68961,120.3,   
41450,-21250,-68638,137.4,   
41451,-34462,-72154,56.6,   
41452,-37649,-73942,29.6,   
41453,-37643,-73866,2.5,   
41454,-37668,-73828,18.6,   
41455,-37687,-74191,28.8,   
41456,-40462,-71983,20.0,   
41457,-37651,-73881,37.3,   
41458,-40433,-72302,12.4,   
41459,-40508,-72146,17.1,   
41460,-40593,-72126,25.1,   
41461,-32997,-70126,110.7,   
41462,-21858,-68520,124.5,   
41463,-40349,-72213,3.2,   
41464,-40516,-72097,15.9,   
41465,-40524,-72103,16.9,   
41466,-40481,-72089,14.1,   
41467,-40403,-72093,3.0,   
41468,-40463,-72110,19.3,   
41469,-40451,-72039,10.6,   
41470,-21883,-68690,115.9,   
41471,-40455,-72069,7.1,   
41472,-40474,-72075,8.5,   
41473,-40519,-72121,6.5,   
41474,-40477,-72084,8.9,   
41475,-40491,-72093,13.1,   
41476,-40484,-72116,14.7,   
41477,-40497,-72216,7.2,   
41478,-40465,-72093,13.1,   
41479,-40537,-72319,2.1,   
41480,-40422,-72065,13.1,   
41481,-40484,-72080,11.9,   
41482,-40593,-72246,15.5,   
41483,-40444,-72177,12.7,   
41484,-40382,-72083,6.7,   
41485,-40494,-72137,7.1,   
41486,-40678,-72266,8.4,   
41487,-40502,-72123,18.9,   
41488,-40520,-72077,13.5,   
41489,-40537,-72164,7.2,   
41490,-40608,-72251,14.1,   
41491,-40487,-72123,11.7,   
41492,-40551,-72166,15.7,   
41493,-40483,-72129,13.0,   
41494,-40577,-72246,18.0,   
41495,-40549,-72186,8.2,   
41496,-34702,-71831,36.8,   
41497,-40402,-72103,8.7,   
41498,-40661,-72259,14.0,   
41499,-40516,-72210,8.6,   
41500,-40579,-72240,12.1,   
41501,-40411,-72045,14.9,   
41502,-20812,-69240,103.5,   
41503,-40344,-72209,2.1,   
41504,-40457,-72057,12.1,   
41505,-23298,-69224,77.5,   
41506,-40494,-72191,12.4,   
41507,-24669,-69503,76.0,   
41508,-22366,-68672,115.5,   
41509,-34920,-71674,35.6,   
41510,-21214,-68867,114.4,   
41511,-36678,-73462,7.4,   
41512,-21957,-68796,110.3,   
41513,-35000,-72190,32.4,   
41514,-23326,-68718,125.8,   
41515,-31638,-70595,111.8,   
41516,-22129,-68810,117.3,   
41517,-40616,-72150,13.1,   
41518,-31532,-68551,150.0,   
41519,-31982,-69675,128.6,   
41520,-20970,-69058,111.1,   
41521,-27732,-70245,57.2,   
41522,-18383,-69404,119.0,   
41523,-21080,-69138,111.6,   
41524,-23724,-68168,19.0,   
41525,-33921,-71141,68.0,   
41526,-39675,-74948,20.4,   
41527,-40480,-72115,5.1,   
41528,-40355,-72218,4.9,   
41529,-32299,-71953,37.1,   
41530,-34296,-72078,30.0,   
41531,-20212,-69084,101.5,   
41532,-40604,-72123,13.6,   
41533,-34804,-71552,30.0,   
41534,-34163,-71760,20.3,   
41535,-22222,-68855,119.9,   
41536,-23997,-67693,226.2,   
41537,-34805,-71861,45.8,   
41538,-34431,-71851,17.0,   
41539,-34545,-71960,19.9,   
41540,-34563,-71959,17.0,   
41541,-32799,-71630,22.5,   
41542,-21944,-68768,113.1,   
41543,-30557,-70692,60.6,   
41544,-28103,-70821,42.7,   
41545,-22236,-67891,195.4,   
41546,-34813,-72317,26.6,   
41547,-33554,-71324,70.5,   
41548,-17534,-70004,146.5,   
41549,-34030,-72201,23.2,   
41550,-23923,-70361,33.3,   
41551,-32338,-71635,27.6,   
41552,-33940,-71234,73.1,   
41553,-21192,-68590,132.6,   
41554,-21303,-68572,134.6,   
41555,-22945,-67084,262.3,   
41556,-22511,-69944,65.7,   
41557,-35735,-71850,84.2,   
41558,-20438,-68831,116.3,   
41559,-33462,-71940,32.4,   
41560,-34021,-72153,27.1,   
41561,-33580,-71814,9.4,   
41562,-33891,-72096,20.1,   
41563,-33941,-72165,43.3,   
41564,-34690,-71905,25.0,   
41565,-39314,-72704,113.2,   
41566,-34200,-71984,35.4,   
41567,-26268,-70663,39.3,   
41568,-26332,-70778,42.3,   
41569,-33980,-72195,32.6,   
41570,-31319,-69339,129.9,   
41571,-32880,-70126,102.9,   
41572,-34077,-73194,14.1,   
41573,-32222,-71743,35.7,   
41574,-32612,-72132,43.0,   
41575,-34377,-72690,8.0,   
41576,-33908,-73116,17.3,   
41577,-33922,-72067,25.0,   
41578,-32115,-69793,104.4,   
41579,-35548,-71484,100.1,   
41580,-33914,-71466,63.2,   
41581,-35281,-72458,25.8,   
41582,-35270,-72467,30.1,   
41583,-34472,-70765,108.3,   
41584,-19718,-70485,33.0,   
41585,-35996,-72875,32.0,   
41586,-31149,-69819,148.9,   
41587,-31746,-69592,133.2,   
41588,-33837,-71326,56.3,   
41589,-20259,-69936,52.6,   
41590,-20538,-68950,107.2,   
41591,-34060,-72282,31.2,   
41592,-20985,-69023,114.0,   
41593,-34205,-72180,34.3,   
41594,-21844,-68788,125.6,   
41595,-33795,-71459,31.1,   
41596,-33834,-71348,51.8,   
41597,-21509,-69252,108.2,   
41598,-31193,-68985,143.6,   
41599,-34392,-71860,19.9,   
41600,-34765,-71637,29.2,   
41601,-21992,-68755,110.4,   
41602,-26605,-70407,58.6,   
41603,-21508,-68570,131.0,   
41604,-22945,-70218,37.3,   
41605,-27444,-70158,96.7,   
41606,-29170,-71670,37.6,   
41607,-22067,-68746,124.9,   
41608,-36154,-72793,31.0,   
41609,-20715,-69940,57.9,   
41610,-35074,-72427,6.5,   
41611,-34401,-71836,51.2,   
41612,-21879,-68590,123.0,   
41613,-21288,-70470,51.6,   
41614,-21308,-70413,58.5,   
41615,-28505,-67467,139.8,   
41616,-32817,-71699,31.4,   
41617,-34562,-72070,21.7,   
41618,-32419,-71226,45.6,   
41619,-28846,-71289,46.6,   
41620,-34766,-72460,12.7,   
41621,-21167,-68837,122.4,   
41622,-38530,-73166,20.3,   
41623,-34943,-71614,55.6,   
41624,-34287,-72169,33.1,   
41625,-21319,-68996,99.4,   
41626,-34784,-71948,20.1,   
41627,-32642,-71744,40.4,   
41628,-21250,-70210,39.6,   
41629,-21252,-68594,141.2,   
41630,-20198,-69243,97.2,   
41631,-19119,-69177,121.0,   
41632,-33812,-73069,25.2,   
41633,-22434,-68726,111.4,   
41634,-21135,-70082,77.5,   
41635,-28439,-71270,30.7,   
41636,-32885,-70300,105.0,   
41637,-28471,-71245,35.7,   
41638,-29007,-71394,58.1,   
41639,-31702,-70350,120.0,   
41640,-30854,-71298,43.3,   
41641,-31582,-69946,155.1,   
41642,-21186,-68946,114.6,   
41643,-22555,-69206,90.7,   
41644,-34819,-71929,46.1,   
41645,-19963,-69273,95.0,   
41646,-21963,-68873,98.7,   
41647,-19255,-69499,99.3,   
41648,-34692,-72003,65.0,   
41649,-21805,-68562,129.5,   
41650,-40564,-72065,8.3,   
41651,-21780,-68760,124.3,   
41652,-21223,-68984,116.1,   
41653,-20827,-70251,40.2,   
41654,-23426,-68254,178.7,   
41655,-34259,-72402,36.4,   
41656,-18513,-71299,37.6,   
41657,-34784,-72102,20.2,   
41658,-21099,-68593,133.9,   
41659,-34696,-71839,50.4,   
41660,-20701,-68978,97.6,   
41661,-21784,-68683,126.4,   
41662,-30624,-71495,37.2,   
41663,-33417,-70244,116.0,   
41664,-33963,-71947,26.2,   
41665,-34162,-72327,34.5,   
41666,-35366,-72674,14.7,   
41667,-19745,-70349,61.9,   
41668,-18229,-69381,123.4,   
41669,-34824,-71844,48.9,   
41670,-34793,-71737,52.5,   
41671,-19039,-70122,65.2,   
41672,-18220,-70307,106.3,   
41673,-21145,-70241,26.1,   
41674,-21873,-68706,122.1,   
41675,-34779,-71589,36.4,   
41676,-34191,-72274,34.8,   
41677,-19328,-69606,86.3,   
41678,-33960,-72386,32.6,   
41679,-40510,-72098,14.4,   
41680,-36979,-73276,28.6,   
41681,-40558,-72149,10.5,   
41682,-19624,-69284,112.6,   
41683,-19250,-70025,35.5,   
41684,-21320,-68828,122.8,   
41685,-33073,-71842,2.2,   
41686,-36693,-73216,26.8,   
41687,-34729,-71825,41.3,   
41688,-34300,-72315,22.9,   
41689,-35069,-71028,95.3,   
41690,-29366,-71004,63.8,   
41691,-34089,-72278,29.7,   
41692,-32581,-71425,33.0,   
41693,-34785,-71777,41.8,   
41694,-35794,-72226,26.3,   
41695,-33720,-71794,39.5,   
41696,-34982,-71880,47.4,   
41697,-21874,-68668,128.7,   
41698,-21860,-68645,127.6,   
41699,-21846,-68572,115.5,   
41700,-21807,-68710,124.8,   
41701,-21865,-68659,131.5,   
41702,-21896,-68589,122.6,   
41703,-21818,-68630,124.9,   
41704,-21869,-68594,123.6,   
41705,-19135,-69538,98.2,   
41706,-21886,-68607,125.2,   
41707,-21808,-68703,131.1,   
41708,-34795,-71830,41.5,   
41709,-33376,-70031,5.1,   
41710,-34396,-70218,46.4,   
41711,-22021,-68590,105.8,   
41712,-35320,-72439,21.9,   
41713,-32440,-70043,102.2,   
41714,-21805,-68716,132.7,   
41715,-32625,-69738,120.9,   
41716,-37550,-74349,10.7,   
41717,-34308,-72254,24.6,   
41718,-34299,-72306,27.8,   
41719,-23559,-69361,83.0,   
41720,-22580,-68770,119.4,   
41721,-34529,-71907,5.1,   
41722,-21823,-68587,114.1,   
41723,-22178,-68680,102.4,   
41724,-27990,-66785,126.0,   
41725,-21826,-68523,124.5,   
41726,-21842,-69616,68.0,   
41727,-24191,-69791,68.8,   
41728,-35270,-71175,69.3,   
41729,-37699,-70813,125.0,   
41730,-19485,-69280,106.8,   
41731,-19603,-69115,116.1,   
41732,-17718,-69854,187.1,   
41733,-34586,-71863,13.6,   
41734,-35206,-71910,63.4,   
41735,-21811,-68895,131.4,   
41736,-32248,-70277,141.9,   
41737,-36754,-73399,15.1,   
41738,-23924,-67607,219.1,   
41739,-21047,-68987,112.3,   
41740,-21861,-68680,129.9,   
41741,-21274,-70350,47.3,   
41742,-29080,-69558,105.2,   
41743,-26825,-70902,35.1,   
41744,-22371,-70084,51.0,   
41745,-34853,-71558,64.5,   
41746,-21426,-68481,142.8,   
41747,-22198,-67993,200.2,   
41748,-21255,-68916,122.3,   
41749,-32127,-70228,107.8,   
41750,-21809,-68781,127.0,   
41751,-21817,-68698,125.7,   
41752,-19720,-70650,30.1,   
41753,-20515,-69324,89.1,   
41754,-34749,-71856,40.1,   
41755,-33288,-72046,27.5,   
41756,-24613,-69980,19.9,   
41757,-19321,-69604,82.6,   
41758,-17545,-69983,146.4,   
41759,-35106,-72898,38.1,   
41760,-35130,-73048,19.4,   
41761,-31362,-69684,158.0,   
41762,-31666,-70007,132.5,   
41763,-21848,-68626,114.1,   
41764,-35062,-73000,33.1,   
41765,-21813,-68815,103.0,   
41766,-23047,-69959,32.1,   
41767,-20703,-69758,48.1,   
41768,-35100,-72995,35.0,   
41769,-20269,-68933,104.5,   
41770,-34666,-71896,13.1,   
41771,-21925,-68978,93.3,   
41772,-36698,-74162,11.1,   
41773,-22266,-67851,189.2,   
41774,-18572,-71055,39.0,   
41775,-22105,-68712,114.7,   
41776,-21763,-67656,237.6,   
41777,-21646,-70587,29.4,   
41778,-22918,-66934,259.4,   
41779,-34811,-71815,40.5,   
41780,-30883,-71886,32.4,   
41781,-21288,-68820,118.7,   
41782,-21205,-68559,148.4,   
41783,-21380,-68986,113.4,   
41784,-21719,-68646,126.6,   
41785,-19487,-69313,106.8,   
41786,-21803,-68657,138.2,   
41787,-19985,-70183,47.2,   
41788,-34994,-71038,101.0,   
41789,-22295,-68638,116.0,   
41790,-35023,-72632,27.7,   
41791,-20243,-69093,96.4,   
41792,-21552,-68629,142.8,   
